index,Topic_0,Topic_1,Topic_2
Cap_Difu,0.0,0.006024096385542169,0.018292682926829267
Cap_Inves,0.0469208211143695,0.04081632653061224,0.0469208211143695
Cap_I,0.047619047619047616,0.04142011834319527,0.047619047619047616
